No,NamaSungai,TitikPantau,Waktu,pH,Temp,TSS,DO,BOD,COD,Nitrat,FecalColiform,Fosfat,O2,IP,Class
1047,Citarum,Tunggak Jati,7/23/2020,6.75545518356883,25.55°C,31.9315164647359,7.45027069917905,2.47871639149144,20.7003997924741,1.28629413739433,72.6142155217139,0.0627344584490494,-,0.65,1
1048,Citarum,Cisanti ,7/24/2020,6.11285744804224,25.55°C,24.2804040650655,2.13061861018708,2.30509964293344,20.7669301431318,3.61217078157903,322.182378612629,0.0950224311044649,-,0.77,1
1049,Citarum,Wangisagara,7/25/2020,6.23322244941557,25.55°C,33.6864528336436,5.49343943601795,2.21586352122562,17.0558793908506,2.85738700521867,447.604297006134,0.0572634052552873,-,0.7,1
1050,Citarum,Koyod,7/26/2020,6.05499435407575,25.55°C,23.9132053590503,1.92164586321604,1.83359172338023,22.8928495132298,1.22574541459395,671.485030671102,0.0712540055543687,-,0.79,1
1051,Citarum,Setelah IPAL Cisirung,7/27/2020,6.759056367687,25.55°C,24.4854884487442,5.10378490554521,5.91863765373699,18.7594225898007,3.49388103885006,407.072664571062,0.0580367442854091,-,1.81,2
1052,Citarum,Nanjung,7/28/2020,6.985381633961,25.55°C,21.248573259682,1.58405621509445,5.53282265694144,28.5552537614063,1.51310769981994,481.090731528672,0.0837192907498398,-,1.73,2
1053,Citarum,Outlet Waduk Jatiluhur,7/29/2020,7.75109103671377,25.55°C,34.7904904324473,0.935979186376537,5.78425855281228,24.3943601794488,0.154423657948546,434.528641621143,0.0767058320871609,-,1.79,2
1054,Citarum,Bendung Walahar,7/30/2020,6.74001281777398,25.55°C,24.8526871547594,4.19657216101566,4.69715262306589,18.9645069734794,2.6227607043672,768.987090670492,0.0482653279213843,-,1.47,2
1055,Citarum,Tunggak Jati,7/31/2020,6.05487228003784,25.55°C,20.0649433881649,5.58473128452406,3.05848872341075,25.6975005340739,0.569719534897916,342.506179998169,0.0451847895748772,-,0.84,1
1056,Citarum,Cisanti ,8/1/2020,7.84624774925993,25.55°C,21.8462477492599,4.34896298104801,3.81752067629017,14.0424817651906,3.08566545609912,683.053071687979,0.0851164281136509,-,1.14,2
1057,Citarum,Wangisagara,8/2/2020,6.52131717886898,25.55°C,27.3971984008301,2.91824854274117,3.93037812433241,13.7556077761162,3.23117770928068,577.578051087985,0.0517731254005554,-,1.2,2
1058,Citarum,Koyod,8/3/2020,7.57823419904172,25.55°C,34.6186101870785,7.784769737846,3.01334574419385,19.2245246742149,3.42429883724479,521.767326883755,0.0918948942533647,-,0.79,1
1059,Citarum,Setelah IPAL Cisirung,8/4/2020,6.47230445265053,25.55°C,35.6699118015076,0.922190313425092,2.77831354716636,22.4228644672994,3.82897427289651,851.702932828761,0.0779320657979064,-,0.81,1
1060,Citarum,Nanjung,8/5/2020,6.66139713736381,25.55°C,25.3610034485916,4.97516800439467,2.95704824976348,23.7284463026826,1.04385509811701,812.012085329753,0.0555671864986114,-,0.8,1
1061,Citarum,Outlet Waduk Jatiluhur,8/6/2020,7.28360850856044,25.55°C,30.7727896969512,2.91824854274117,4.50109561449019,27.9619739371929,3.97033600878933,893.365276039918,0.0755735953856014,-,1.43,2
1062,Citarum,Bendung Walahar,8/7/2020,7.43791009247108,25.55°C,32.010132145146,7.70274971770379,2.87332377086703,18.2638019959105,3.90490432447279,400.259407330546,0.0713437299722282,-,0.74,1
1063,Citarum,Tunggak Jati,8/8/2020,7.14548173467208,25.55°C,33.0936613055818,0.334261299478134,3.25979491561632,25.9959715567492,2.67586291085543,388.488418225654,0.0681350138859218,-,0.93,1
1064,Citarum,Cisanti ,8/9/2020,7.81084627826777,25.55°C,27.8249458296457,4.69106967375713,4.19244361705374,13.9448225348674,2.4879909665212,686.416211432234,0.0560948515274514,-,1.28,2
1065,Citarum,Wangisagara,8/10/2020,6.55134739219337,25.55°C,20.5815607165746,0.190666829432051,5.6651020844142,25.4814294869839,1.12747581408124,711.494796594134,0.0502478102969451,-,1.77,2
1066,Citarum,Koyod,8/11/2020,6.81832331308939,25.55°C,30.7635120700705,1.26073091830195,1.94658040101321,28.2647175511948,1.62797936948759,834.945219275491,0.0595364238410596,-,0.99,1
1067,Citarum,Setelah IPAL Cisirung,8/12/2020,7.4568315683462,25.55°C,28.9504684591205,7.1923236793115,2.71991637928404,27.1056245612964,0.93008209479049,977.530747398297,0.0739030121768853,-,0.91,1
1068,Citarum,Nanjung,8/13/2020,7.50743125705741,25.55°C,21.9356059450056,3.58106540116581,2.64445936460463,20.9158604693747,0.430677205725272,908.760338145085,0.0967079683828242,-,0.73,1
1069,Citarum,Outlet Waduk Jatiluhur,8/14/2020,7.60490737632374,25.55°C,27.112521744438,6.73491348002564,3.29063386944182,22.7756584368419,0.253059480574969,520.259712515641,0.057782525101474,-,0.91,1
1070,Citarum,Bendung Walahar,8/15/2020,7.12204351939451,25.55°C,34.8637348551897,5.29159886471145,2.28305307168798,14.4618060853908,0.178838465529344,599.061555833613,0.0695107882930998,-,0.62,1
1071,Citarum,Tunggak Jati,8/16/2020,6.46900845362713,25.55°C,22.7295754875332,3.36543595690786,2.39381084627827,16.1879329813532,1.12698751792962,360.162663655507,0.0841978209784234,-,0.66,1
1072,Citarum,Cisanti ,8/17/2020,7.75151829584643,25.55°C,30.8885158848842,1.78399487289041,4.70620746482742,24.9021881771294,1.39274269844661,896.525467696158,0.0913245033112583,-,1.49,2
1073,Citarum,Wangisagara,8/18/2020,7.87798699911496,25.55°C,35.7885677663503,1.82583697012238,5.959056367687,14.3397320474868,1.40372936185797,867.213965269936,0.0489660328989532,-,1.83,2
1074,Citarum,Koyod,8/19/2020,6.74416333506272,25.55°C,27.015839106418,6.56778283028657,4.51225012970367,17.5197607348857,2.53022858363598,225.08621478927,0.0862294381542406,-,1.39,2
1075,Citarum,Setelah IPAL Cisirung,8/20/2020,7.90789513840144,25.55°C,33.3861507003998,1.56170873134556,5.12325510422071,28.8012329477828,2.92086550492874,388.865321817682,0.0371053193762017,-,1.61,2
1076,Citarum,Nanjung,8/21/2020,7.63274025696585,25.55°C,24.6100039674062,7.03731772820215,2.70994293038728,16.5865047151097,2.69490646076846,418.147831659902,0.0917474898525956,-,0.7,1
1077,Citarum,Outlet Waduk Jatiluhur,8/22/2020,6.30164494766076,25.55°C,32.4598529007843,7.73294259468368,1.84540238654744,26.066164128544,1.76787621692557,244.946134830775,0.0952467421491134,-,0.82,1
1078,Citarum,Bendung Walahar,8/23/2020,7.29050569170202,25.55°C,34.7738883632923,0.484987945188757,4.53665883358257,15.9450056459243,3.66588335825678,866.025269325846,0.0898141422772912,-,1.43,2
1079,Citarum,Tunggak Jati,8/24/2020,6.75771355327006,25.55°C,30.9554124576556,4.26409009063997,2.1638966032899,10.8777123325297,3.71373638111515,586.797692800684,0.0739243751335185,-,0.61,1
1080,Citarum,Cisanti ,8/25/2020,7.79222998748741,25.55°C,22.9048738059633,3.04187292092654,2.14683675649281,23.8041322061831,3.06942960905789,982.517471846675,0.0941102328562273,-,0.8,1
1081,Citarum,Wangisagara,8/26/2020,7.16837061677908,25.55°C,31.9735099337748,2.53025818659017,4.4537217322306,27.5481429486984,2.33002716147343,66.8156987212745,0.0331147190771203,-,1.38,2
1082,Citarum,Koyod,8/27/2020,6.23676259651479,25.55°C,22.8199102755821,4.31805688650166,3.06741233558153,11.666920987579,3.08651997436445,887.479781487472,0.0810724204229865,-,0.85,1
1083,Citarum,Setelah IPAL Cisirung,8/28/2020,6.53376873073519,25.55°C,21.7080599383526,7.77739982299265,3.16819666127506,14.4929349650563,3.63744010742515,415.393536179693,0.0863020722067934,-,0.86,1
1084,Citarum,Nanjung,8/29/2020,6.85757011627552,25.55°C,25.9996948149052,0.612653889584033,5.35448164311655,26.7455061494797,0.2172917874691,105.056917020173,0.0762422559282205,-,1.67,2
1085,Citarum,Outlet Waduk Jatiluhur,8/30/2020,6.07678456984161,25.55°C,32.5296792504654,5.21980162968841,5.33702810754723,18.9620654927213,1.69988097781304,611.760307626576,0.09578508865627,-,1.68,2
1086,Citarum,Bendung Walahar,8/31/2020,7.34214300973541,25.55°C,23.9078341013825,5.37243018890957,1.79645374919889,11.9043549913022,3.82518997772149,551.513718070009,0.0853086947233497,-,0.51,1
1087,Citarum,Tunggak Jati,9/1/2020,7.29172643208106,25.55°C,25.331217383343,6.84023194067202,3.05402691732536,24.7593615527818,3.00997955259865,66.8446913052767,0.0985729544969024,-,0.8,1
1088,Citarum,Cisanti ,9/2/2020,7.66264839625233,25.55°C,29.003204443495,1.44854487746818,3.94822534867397,19.7714163640248,2.93612475966674,449.459822382275,0.0493932920316172,-,1.2,2
1089,Citarum,Wangisagara,9/3/2020,6.52265999328593,25.55°C,22.3135471663564,2.32532700582904,3.7917996765038,18.1362346263009,2.22956022827845,793.485824152348,0.0317389446699423,-,1.15,2
1090,Citarum,Koyod,9/4/2020,7.12869655446028,25.55°C,32.9569383831294,2.99860438856166,5.15488143559069,10.4461806085391,2.59260841700491,928.040406506546,0.0753257850886563,-,1.61,2
1091,Citarum,Setelah IPAL Cisirung,9/5/2020,7.43870357371746,25.55°C,26.6369212927641,5.88499588000122,5.21826532792138,28.4820093386639,2.39545884578997,523.506881923887,0.0524994659260842,-,1.62,2
1092,Citarum,Nanjung,9/6/2020,6.06512649922178,25.55°C,32.7621082186346,4.27597705008088,4.31803033539842,27.9454939420759,3.44187749870296,267.792291024506,0.0827494125186926,-,1.37,2
1093,Citarum,Outlet Waduk Jatiluhur,9/7/2020,6.69521164586322,25.55°C,28.9148228400525,4.44168126468703,1.85655690176092,23.4452345347453,3.54564043092135,833.35062715537,0.0549668874172185,-,0.77,1
1094,Citarum,Bendung Walahar,9/8/2020,6.74037903988769,25.55°C,28.8025147251808,3.5149739066744,5.75210730307932,21.4743491927854,1.68352305673391,744.720297860652,0.0695599230933561,-,1.78,2
1095,Citarum,Tunggak Jati,9/9/2020,7.40720847193823,25.55°C,24.3111667226173,0.186863002410962,3.40506607257302,25.1957762382885,1.38920255134739,301.597643971068,0.0466246528519547,-,0.97,1
1096,Citarum,Cisanti ,9/10/2020,6.17462691122166,25.55°C,35.633777886288,0.0539667958616901,5.16078676717429,16.4198736533708,1.51310769981994,438.094729453414,0.0841764580217902,-,1.63,2
1097,Citarum,Wangisagara,9/11/2020,7.04422132023072,25.55°C,34.0199591051973,3.16882564775536,5.60211188085574,18.1496627704703,0.619403668324839,741.879024628437,0.0764537491988891,-,1.74,2
1098,Citarum,Koyod,9/12/2020,7.49284340952788,25.55°C,32.1077913754692,2.36431623279519,2.54498733481857,29.0466017639698,3.26291695913572,111.609241004669,0.0662935270241402,-,1.0,2
1099,Citarum,Setelah IPAL Cisirung,9/13/2020,6.25513473921934,25.55°C,35.1884517960143,3.10130771813105,2.98867458113346,11.2115848261971,2.25531785027619,71.5704824976348,0.0873595385601367,-,0.79,1
1100,Citarum,Nanjung,9/14/2020,6.80281991027558,25.55°C,30.6565752128666,0.300977813043611,2.9705648976104,20.803552354503,2.07855464339122,222.331919309061,0.0656355479598376,-,0.79,1
1101,Citarum,Outlet Waduk Jatiluhur,9/15/2020,6.17859431745354,25.55°C,31.8963591418195,0.0596725363933226,2.74524369029817,11.8018127994629,1.50285348063601,338.186284981842,0.0716983550523392,-,0.75,1
1102,Citarum,Bendung Walahar,9/16/2020,7.42753379924925,25.55°C,35.9252906888028,7.30810266426588,4.03168736838893,25.3727835932493,0.662495803704947,581.028168584246,0.0698803674428541,-,1.22,2
1103,Citarum,Tunggak Jati,9/17/2020,7.25394451734977,25.55°C,32.5555589465011,4.72340220343638,5.47823114719077,17.2951445051424,2.53987243263039,221.984008301035,0.0540760521256142,-,1.68,2
1104,Citarum,Cisanti ,9/18/2020,6.94906460768456,25.55°C,24.631977294229,6.28273354289377,4.66119571520127,16.6237372966704,1.8760338145085,893.481246375927,0.0466994232001709,-,1.45,2
1105,Citarum,Wangisagara,9/19/2020,7.65977965636158,25.55°C,22.147526474807,2.65744865260781,4.87313150425733,24.3540757469405,1.85125278481399,362.656025879696,0.0639072847682119,-,1.51,2
1106,Citarum,Koyod,9/20/2020,7.18179876094852,25.55°C,21.4175237281411,4.54486007263405,5.31773735770745,21.0007019257179,3.308328501236,978.951384014405,0.0799230933561205,-,1.66,2
1107,Citarum,Setelah IPAL Cisirung,9/21/2020,7.5272682882168,25.55°C,28.9919736320078,0.494497512741478,2.60574663533433,10.6012146366771,2.78719443342387,659.105197302164,0.0553321939756462,-,0.69,1
1108,Citarum,Nanjung,9/22/2020,7.13382366405225,25.55°C,23.6094851527451,2.06951963866085,2.83854792931913,16.0194708090457,2.80672627948851,755.157628101444,0.0446208075197607,-,0.76,1
1109,Citarum,Outlet Waduk Jatiluhur,9/23/2020,7.25138096255379,25.55°C,23.2579119235817,3.44626728110599,3.91003753776666,28.5778374584185,3.36216315195166,911.833552049318,0.0575518051698355,-,1.21,2
1110,Citarum,Bendung Walahar,9/24/2020,6.48854029969176,25.55°C,23.2369151890622,7.25342265083773,3.1523178807947,20.0436414685507,1.90691854609821,318.558305612354,0.089324930570391,-,0.86,1
1111,Citarum,Tunggak Jati,9/25/2020,7.80346079897458,25.55°C,26.2389599291971,6.25087649159215,2.70653096102786,21.4932706686605,1.48088015381329,259.7903378399,0.0584426404614399,-,0.7,1
1112,Citarum,Cisanti ,9/26/2020,6.39197973570971,25.55°C,33.2811670278024,3.84780877101962,4.6988586077456,29.7845393230995,3.60887478255562,702.159184545427,0.074368724631489,-,1.51,2
1113,Citarum,Wangisagara,9/27/2020,7.18979461043123,25.55°C,25.411297952208,0.385137485885189,4.21304666280099,16.4369640186773,1.2517471846675,550.614947965941,0.0819953001495407,-,1.3,2
1114,Citarum,Koyod,9/28/2020,7.61662648396252,25.55°C,25.0563066499832,2.75397076326792,3.38026367992187,23.574022644734,2.51435895870846,582.361827448347,0.0321832941679128,-,0.96,1
1115,Citarum,Setelah IPAL Cisirung,9/29/2020,7.34324167607654,25.55°C,26.5998107852413,3.48026398510697,2.45023957029939,25.8702352977081,3.33762627033296,519.389934995575,0.0895706045716727,-,0.84,1
1116,Citarum,Nanjung,9/30/2020,7.73888363292337,25.55°C,34.7773064363537,6.99666432691427,5.57101046784875,22.8873561815241,3.47788933988464,995.129245887631,0.0470925016022218,-,1.73,2
1117,Citarum,Outlet Waduk Jatiluhur,10/1/2020,7.03537095248268,25.55°C,33.0975676747948,4.73766655476547,5.72887966551714,25.027314065981,3.89660328989532,881.739249855037,0.0498547318948943,-,1.78,2
1118,Citarum,Bendung Walahar,10/2/2020,7.06546220282601,25.55°C,33.7582323679312,0.106982634968108,3.20677816095462,14.2976165044099,0.112552262947478,733.181249427778,0.0774300363170263,-,0.9,1
1119,Citarum,Tunggak Jati,10/3/2020,6.10626544999542,25.55°C,20.3691518906217,3.94219122898038,4.03326212347789,23.6265144810327,1.0773033845027,362.134159367657,0.0965434736167486,-,1.25,2
1120,Citarum,Cisanti ,10/4/2020,7.92162846766564,25.55°C,32.3734244819483,3.5387478255562,2.37898190252388,21.5939817499313,1.25650807214576,798.356578264718,0.0504400769066439,-,0.71,1
1121,Citarum,Wangisagara,10/5/2020,7.66905728324229,25.55°C,35.9960936307871,1.38292886135441,4.99845576342051,27.7111117893002,1.76323740348521,926.300851466414,0.0798141422772912,-,1.59,2
1122,Citarum,Koyod,10/6/2020,7.82610553300577,25.55°C,32.7821283608509,2.13584887234107,5.92323068941313,25.655384990997,0.319467757194739,390.430921353801,0.0891796624652852,-,1.82,2
1123,Citarum,Setelah IPAL Cisirung,10/7/2020,7.2181768242439,25.55°C,31.8011413922544,6.03049226355785,3.79061861018708,23.8670003357036,0.794335764641255,906.122013000885,0.0715637684255501,-,1.14,2
1124,Citarum,Nanjung,10/8/2020,6.26770836512345,25.55°C,21.6035645619068,4.95876400036622,2.5417065950499,20.3146458326975,3.8193304239021,153.619495223853,0.0591604358043153,-,0.69,1
1125,Citarum,Outlet Waduk Jatiluhur,10/9/2020,7.99566637165441,25.55°C,26.6403393658254,2.07855372783593,5.54200872829371,26.0722678304392,0.752830591753899,346.101260414441,0.078530228583636,-,1.72,2
1126,Citarum,Bendung Walahar,10/10/2020,7.5211645863216,25.55°C,35.1254615924558,2.42066042054506,3.18814355906857,28.4502700888089,3.85522019104587,732.485427411725,0.0497073274941252,-,1.0,2
1127,Citarum,Tunggak Jati,10/11/2020,7.80046998504593,25.55°C,26.0958891567736,0.877257606738487,5.03821832941679,17.5112155522324,3.05624561296426,499.9359111301,0.0860179448835719,-,1.57,2
1128,Citarum,Cisanti ,10/12/2020,6.44453260902738,25.55°C,22.2735068819239,1.50108523819697,3.18551896725364,26.3029877620777,3.27903073213904,738.718832972198,0.0494488357188635,-,0.92,1
1129,Citarum,Wangisagara,10/13/2020,6.9165929136021,25.55°C,31.3689992980743,1.05484878078555,5.50946378978851,28.3184301278726,1.08438367870113,611.760307626576,0.0713779107028413,-,1.73,2
1130,Citarum,Koyod,10/14/2020,6.73580126346629,25.55°C,32.5023346659749,2.63153508102664,4.01384014404736,18.1478316599017,2.3931394390698,160.983611560411,0.0560158085879086,-,1.22,2
1131,Citarum,Setelah IPAL Cisirung,10/15/2020,7.22714926602985,25.55°C,31.9329813531907,3.11747398297067,2.60272835474715,27.8984954374828,1.85247352519303,723.526718955046,0.0645481734672079,-,0.96,1
1132,Citarum,Nanjung,10/16/2020,7.94061098055971,25.55°C,24.8888210699789,3.27771019623402,3.69009674367504,10.3344828638569,0.636616107669301,334.040345469527,0.0554539628284555,-,1.07,2
1133,Citarum,Outlet Waduk Jatiluhur,10/17/2020,6.13538010803552,25.55°C,33.050202948088,4.57291329691458,5.73111056855983,29.7509689626759,0.841944639423811,346.333201086459,0.0766716513565477,-,1.79,2
1134,Citarum,Bendung Walahar,10/18/2020,6.85348063600574,25.55°C,29.1579943235572,2.73590258491775,2.5518112735374,15.9633167516099,0.417249061555834,788.267159031953,0.0758897671437727,-,0.7,1
1135,Citarum,Tunggak Jati,10/19/2020,6.86880092776269,25.55°C,26.0221564378796,7.23892056031983,4.75148167363506,20.0265511032441,1.52177495651112,819.985045930357,0.0706088442640462,-,1.48,2
1136,Citarum,Cisanti ,10/20/2020,7.08255256813257,25.55°C,26.9816583758049,0.81211706900235,4.93900875881222,21.4828943754387,3.50376903592029,145.878475295267,0.0913885921811579,-,1.54,2
1137,Citarum,Wangisagara,10/21/2020,6.35633411664174,25.55°C,24.0943632312998,6.14579577013459,1.75236060670797,20.9323404644917,1.31107516708884,549.832148197882,0.0330762657551805,-,0.67,1
1138,Citarum,Koyod,10/22/2020,7.70702230903043,25.55°C,20.8388927884762,6.19144169438765,2.52700888088626,26.8602557451094,3.71373638111515,483.323160496841,0.0344199957274087,-,0.88,1
1139,Citarum,Setelah IPAL Cisirung,10/23/2020,6.38782921842097,25.55°C,30.1951353495895,0.240592059083834,5.57744071779534,19.0554521317179,1.77947325052644,300.611896114994,0.0906515701773125,-,1.74,2
1140,Citarum,Nanjung,10/24/2020,6.39979247413556,25.55°C,23.848750267037,5.93634754478591,2.39827265236366,14.1248817407758,3.51756340220344,909.543137913144,0.0376842555009613,-,0.74,1
1141,Citarum,Outlet Waduk Jatiluhur,10/25/2020,6.44160283211768,25.55°C,20.2431714835047,1.1544615009003,2.98670613727226,19.1720328379162,1.22952970976897,733.152256843776,0.0448921170690024,-,0.81,1
1142,Citarum,Bendung Walahar,10/26/2020,6.35938596758934,25.55°C,27.4201483199561,0.444334543900876,3.31543626209296,27.5890377513962,1.11770989104892,788.035218359935,0.0669151890621662,-,0.99,1
1143,Citarum,Tunggak Jati,10/27/2020,6.64693136387219,25.55°C,31.5213476973785,1.63564561906796,3.65413983581042,18.6849574266793,2.9716483046968,490.890224921415,0.0891753898739586,-,1.1,2
1144,Citarum,Cisanti ,10/28/2020,6.14899136326182,25.55°C,34.1947691274758,2.86903653065584,3.79337443159276,25.2952665791803,1.07889034699545,270.807519760735,0.044635761589404,-,1.16,2
1145,Citarum,Wangisagara,10/29/2020,6.08703878902554,25.55°C,33.6444593646046,6.04380565813166,3.87158726767785,28.9611499374371,1.07657094027528,717.264320810572,0.0548921170690024,-,1.21,2
1146,Citarum,Koyod,10/30/2020,7.32584612567522,25.55°C,23.6881008331553,1.59095065157018,5.31353801080355,27.8942228461562,0.146855067598498,688.764610736412,0.0391091647083956,-,1.66,2
1147,Citarum,Setelah IPAL Cisirung,10/31/2020,6.29328287606433,25.55°C,31.9603259376812,4.44762474440748,5.81496627704703,10.044557023835,1.68156987212745,58.6977752006592,0.091783806878872,-,1.78,2
1148,Citarum,Nanjung,11/1/2020,6.81142612994781,25.55°C,25.1769157994324,1.55885586107975,5.40684224982452,10.5206457716605,3.03402813806574,619.646290475173,0.0819461653492843,-,1.68,2
1149,Citarum,Outlet Waduk Jatiluhur,11/2/2020,7.58030945768609,25.55°C,27.7014069032868,4.43668874172186,1.76207159642323,26.970122379223,0.526627399517808,526.551103244118,0.0494039735099338,-,0.88,1
1150,Citarum,Bendung Walahar,11/3/2020,7.54918057802057,25.55°C,20.7812738425855,6.66834650715659,4.09559617908261,18.0043946653645,3.13876766258736,854.979094821009,0.0606729331339457,-,1.25,2
1151,Citarum,Tunggak Jati,11/4/2020,6.0811181981872,25.55°C,30.0437635425886,6.35619495223853,4.3678975798822,11.7163609729301,0.811914426099429,942.826624347667,0.0884725486007263,-,1.37,2
1152,Citarum,Cisanti ,11/5/2020,6.37549974059267,25.55°C,25.3678395947142,7.53989837336345,5.06997589037751,16.2538529618213,0.926786095767083,923.749504074221,0.0976415295876949,-,1.59,2
1153,Citarum,Wangisagara,11/6/2020,7.20316171758171,25.55°C,28.2116763817255,3.48620746482742,3.64600360118412,17.2505874813074,2.19232764671773,781.453901791437,0.0453471480452895,-,1.08,2
1154,Citarum,Koyod,3/1/2019,6.44239631336406,25.55°C,30.7849971007416,4.74979125339518,5.20592974639119,25.5400250251778,0.523697622608112,680.240791039766,0.0428946806237983,-,1.63,2
1155,Citarum,Setelah IPAL Cisirung,3/2/2019,7.99493392742699,25.55°C,33.0873134556108,4.6470879238258,4.20779747917112,11.5137180700095,0.268807031464583,723.17880794702,0.0742982268745994,-,1.29,2
1156,Citarum,Nanjung,3/3/2019,7.21683400982696,25.55°C,34.1088290047914,6.89586291085543,3.06714987640004,17.0332956938383,3.44676046021912,735.935544907987,0.0447682119205298,-,0.82,1
1157,Citarum,Outlet Waduk Jatiluhur,3/4/2019,7.84148686178167,25.55°C,29.2815332499161,5.94870998260445,4.61487166966765,12.2528763695181,0.780541398358104,769.682912686544,0.0538538773766289,-,1.42,2
1158,Citarum,Bendung Walahar,3/5/2019,6.30988494521928,25.55°C,22.981536301767,7.16831202124088,3.28289132358776,14.9580370494705,3.85448774681845,386.951811273537,0.0965050202948088,-,0.93,1
1159,Citarum,Tunggak Jati,3/6/2019,7.23599963377789,25.55°C,30.434888760033,3.89773400067141,2.13017059846797,20.6442457350383,0.372936185796686,200.703451643422,0.0896710104678488,-,0.65,1
1160,Citarum,Cisanti ,3/7/2019,6.38850062562944,25.55°C,31.7816095461898,6.50121585741752,4.52904751731925,15.4945524460585,2.69673757133702,374.05011139256,0.0493420209356975,-,1.41,2
1161,Citarum,Wangisagara,3/8/2019,7.36436048463393,25.55°C,28.5222327341533,3.39063631092257,4.87562486648152,25.2891628772851,2.78890346995453,401.187170018616,0.0402307199316385,-,1.52,2
1162,Citarum,Koyod,3/9/2019,7.4597613452559,25.55°C,20.263191625721,6.54495986816004,4.661851863155,12.663655507065,3.21872615741447,980.574968718528,0.0305703909421064,-,1.44,2
1163,Citarum,Setelah IPAL Cisirung,3/10/2019,6.13495284890286,25.55°C,26.2345652638325,3.53018921475875,3.41097140415662,10.8795434430982,0.121097445600757,328.502761925108,0.0873830378124333,-,0.98,1
1164,Citarum,Nanjung,3/11/2019,6.13403729361858,25.55°C,35.4819177831355,2.22000854518265,4.63193151646474,13.3613086336863,3.90697958311716,745.966978972747,0.0479299295022431,-,1.47,2
1165,Citarum,Outlet Waduk Jatiluhur,3/12/2019,6.33497116000855,25.55°C,22.0308236945708,6.35453077791681,5.23663747062594,10.0628681295206,3.86510818811609,376.137577440718,0.0749049348429823,-,1.62,2
1166,Citarum,Bendung Walahar,3/13/2019,7.32035279396954,25.55°C,28.1916562395093,4.12239753410443,2.75351115451521,10.9070101016266,3.65929136020997,64.1193884090701,0.0984255500961333,-,0.71,1
1167,Citarum,Tunggak Jati,3/14/2019,6.05236976226081,25.55°C,30.2444532609027,6.3794933927427,3.75846736045412,15.3621021149327,2.42536698507645,161.563463240455,0.0486349070711386,-,1.12,2
1168,Citarum,Cisanti ,3/15/2019,6.43562120426038,25.55°C,24.5982848597675,0.916960051271096,4.57891476180303,11.5356913968322,2.21796319467757,118.915372173223,0.0783657338175604,-,1.42,2
1169,Citarum,Wangisagara,3/16/2019,7.61668752098148,25.55°C,21.6475112155522,6.5563713492233,4.8539719840083,12.9071932126835,0.955961790826136,120.828882717368,0.0650480666524247,-,1.48,2
1170,Citarum,Koyod,3/17/2019,7.87304300057985,25.55°C,25.2213507492294,7.28741935483871,2.54498733481857,13.5981322672201,1.22769859920042,999.420148319956,0.0615124973296304,-,0.76,1
1171,Citarum,Setelah IPAL Cisirung,3/18/2019,6.32984405041658,25.55°C,25.171056245613,7.61835230567339,4.498602252266,23.6594744712668,0.453138828699606,367.526779992065,0.0352061525315104,-,1.39,2
1172,Citarum,Nanjung,3/19/2019,6.40961943418683,25.55°C,32.8006836146123,0.129805597094638,5.2828302865688,27.4120303964354,0.160283211767937,806.329538865322,0.0620017090365307,-,1.68,2
1173,Citarum,Outlet Waduk Jatiluhur,3/20/2019,7.435468611713,25.55°C,20.9985656300546,3.79645710623493,5.66969512009033,13.3234656819361,2.37104403820917,171.189001129185,0.03158299508652,-,1.73,2
1174,Citarum,Bendung Walahar,3/21/2019,6.71419415875729,25.55°C,26.5763725699637,4.35062715536973,3.51949827570421,17.1584215826899,1.29544969023713,175.160985137486,0.0471395001068148,-,1.01,2
1175,Citarum,Tunggak Jati,3/22/2019,6.35517441328166,25.55°C,33.0394604327525,5.17938596758934,2.00117191076388,11.7145298623615,1.19486068300424,215.286721396527,0.039946592608417,-,0.61,1
1176,Citarum,Cisanti ,3/23/2019,6.36255989257485,25.55°C,22.9297769096957,4.51228980376598,5.22233344523453,27.5487533188879,1.45341349528489,270.430616168706,0.0509335612048708,-,1.63,2
1177,Citarum,Wangisagara,3/24/2019,6.46229438154241,25.55°C,20.8169194616535,0.443145847956786,4.32931608020264,18.4847560045167,0.883571886349071,958.482619708854,0.0412390514847255,-,1.36,2
1178,Citarum,Koyod,3/25/2019,6.05829035309916,25.55°C,34.2826624347667,5.43305368205817,2.94340037232582,29.5361186559648,3.74681844538713,268.923001800592,0.06105533005768,-,1.06,2
1179,Citarum,Setelah IPAL Cisirung,3/26/2019,7.8025452436903,25.55°C,27.0905484176153,6.60344370860927,2.00917691579943,17.2945341349528,0.380993072298349,184.003723258156,0.0928263191625721,-,0.55,1
1180,Citarum,Nanjung,3/27/2019,7.31992553483688,25.55°C,33.2987456892605,6.26442762535478,5.2954283272805,23.8108462782678,2.75008392590106,514.345225379193,0.0586584063234352,-,1.64,2
1181,Citarum,Outlet Waduk Jatiluhur,3/28/2019,6.47767571031831,25.55°C,24.0484633930479,2.69049439985351,1.81115146336253,27.2942289498581,0.997589037751396,876.868495742668,0.0583571886349071,-,0.93,1
1182,Citarum,Bendung Walahar,3/29/2019,6.99490340891751,25.55°C,29.8572344126713,0.721300698873867,1.91508529923399,20.5099642933439,1.68169194616535,962.570574053163,0.0907712027344585,-,0.79,1
